source,target,synapses,type
ASJR,PVQR,5,electrical
ASKL,AIAL,29,chemical
ASKL,AIAL,2,electrical
ASKL,AIBL,9,chemical
ASKL,AIBL,1,electrical
ASKL,AIML,5,chemical
ASKL,ASER,4,chemical
ASKL,ASHL,18,electrical
ASKL,ASJL,1,chemical
ASKL,ASKR,9,electrical
ASKL,AVHL,8,electrical
ASKL,HSNL,1,electrical
ASKL,PVQL,8,electrical
ASKR,ADLR,3,chemical
ASKR,ADLR,1,electrical
ASKR,AIAL,1,chemical
ASKR,AIAR,35,chemical
ASKR,AIAR,1,electrical
ASKR,AIBR,2,chemical
ASKR,AIBR,3,electrical
ASKR,AIMR,5,chemical
ASKR,ALA,1,chemical
ASKR,ALA,1,electrical
ASKR,ASER,1,chemical
ASKR,ASGR,1,chemical
ASKR,ASHR,2,electrical
ASKR,ASKL,9,electrical
ASKR,ASKR,2,electrical
ASKR,AVHR,10,electrical
ASKR,AWAR,2,chemical
ASKR,CEPVR,2,chemical
ASKR,HSNL,1,chemical
ASKR,HSNR,3,electrical
ASKR,PVQR,25,electrical
ASKR,RIFR,1,chemical
ASKR,RMGR,1,electrical
AUAL,ADFL,1,chemical
AUAL,AIBR,1,chemical
AUAL,AINR,3,electrical
AUAL,AIYL,1,chemical
AUAL,AIZL,2,chemical
AUAL,AUAR,2,electrical
AUAL,AVAL,11,chemical
AUAL,AVDR,2,chemical
AUAL,AVEL,9,chemical
AUAL,AWBL,4,electrical
AUAL,AWCL,1,electrical
AUAL,BAGR,3,chemical
AUAL,DVA,2,chemical
AUAL,RIAL,21,chemical
AUAL,RIBL,35,chemical
AUAL,RMDVL,2,electrical
AUAL,URXL,1,chemical
AUAR,AINL,1,chemical
AUAR,AINL,1,electrical
AUAR,AINR,1,chemical
AUAR,AIYR,1,chemical
AUAR,AIYR,1,electrical
AUAR,AIZR,2,chemical
AUAR,AUAL,2,electrical
AUAR,AVAR,3,chemical
AUAR,AVER,13,chemical
AUAR,AWBR,3,electrical
AUAR,BAGL,1,chemical
AUAR,RIAR,22,chemical
AUAR,RIBR,31,chemical
AUAR,URXR,5,chemical
AUAR,URXR,3,electrical
AVAL,ALA,1,electrical
AVAL,AS10,5,chemical
AVAL,AS10,5,electrical
AVAL,AS11,8,chemical
AVAL,AS2,2,chemical
AVAL,AS4,2,chemical
AVAL,AS5,6,chemical
AVAL,AS7,6,chemical
AVAL,AS8,6,chemical
AVAL,AS9,11,chemical
AVAL,AVAR,12,chemical
AVAL,AVAR,18,electrical
AVAL,AVBL,2,chemical
AVAL,AVDL,3,chemical
AVAL,AVDL,7,electrical
AVAL,AVDR,2,chemical
AVAL,AVDR,9,electrical
AVAL,AVEL,1,chemical
AVAL,AVEL,2,electrical
AVAL,AVER,2,chemical
AVAL,AVJL,7,electrical
AVAL,AVJR,4,electrical
AVAL,DA1,6,chemical
AVAL,DA1,2,electrical
AVAL,DA2,10,chemical
AVAL,DA2,7,electrical
AVAL,DA3,12,chemical
AVAL,DA3,6,electrical
AVAL,DA4,12,chemical
AVAL,DA4,2,electrical
AVAL,DA5,14,chemical
AVAL,DA5,2,electrical
AVAL,DA6,4,electrical
AVAL,DA7,4,chemical
AVAL,DA7,10,electrical
AVAL,DA8,5,chemical
AVAL,DA8,8,electrical
AVAL,DA9,3,chemical
AVAL,DA9,1,electrical
AVAL,DB7,2,chemical
AVAL,LUAL,6,chemical
AVAL,LUAL,2,electrical
AVAL,LUAR,2,chemical
AVAL,LUAR,2,electrical
AVAL,PHCL,1,electrical
AVAL,PHCR,3,electrical
AVAL,PVCL,21,chemical
AVAL,PVCL,5,electrical
AVAL,PVCR,16,chemical
AVAL,PVCR,15,electrical
AVAL,PVDR,6,electrical
AVAL,PVNL,1,chemical
AVAL,PVNL,1,electrical
AVAL,PVPL,1,electrical
AVAL,PVPR,2,electrical
AVAL,RIAL,3,chemical
AVAL,RIMR,11,electrical
AVAL,SABD,7,electrical
AVAL,SABVL,2,chemical
AVAL,SABVR,8,electrical
AVAL,URYDL,2,electrical
AVAL,URYVR,2,electrical
AVAL,VA1,2,chemical
AVAL,VA1,5,electrical
AVAL,VA10,9,chemical
AVAL,VA10,6,electrical
AVAL,VA11,6,chemical
AVAL,VA11,2,electrical
AVAL,VA12,5,chemical
AVAL,VA2,8,chemical
AVAL,VA2,13,electrical
AVAL,VA3,6,chemical
AVAL,VA3,6,electrical
AVAL,VA4,7,chemical
AVAL,VA4,6,electrical
AVAL,VA5,7,chemical
AVAL,VA5,4,electrical
AVAL,VA6,8,chemical
AVAL,VA6,13,electrical
AVAL,VA7,7,chemical
AVAL,VA7,2,electrical
AVAL,VA8,7,chemical
AVAL,VA8,2,electrical
AVAL,VA9,7,chemical
AVAL,VA9,5,electrical
AVAL,VB11,2,electrical
AVAR,AS1,2,chemical
AVAR,AS10,2,electrical
AVAR,AS11,10,chemical
AVAR,AS11,3,electrical
AVAR,AS2,3,chemical
AVAR,AS3,1,electrical
AVAR,AS4,2,chemical
AVAR,AS5,1,chemical
AVAR,AS5,3,electrical
AVAR,AS6,2,chemical
AVAR,AS6,2,electrical
AVAR,AS7,6,chemical
AVAR,AS8,10,chemical
AVAR,AS9,10,chemical
AVAR,ASHR,2,electrical
AVAR,AVAL,7,chemical
AVAR,AVAL,18,electrical
AVAR,AVBL,3,chemical
AVAR,AVBL,3,electrical
AVAR,AVBR,4,chemical
AVAR,AVDL,3,chemical
AVAR,AVDL,2,electrical
AVAR,AVDR,6,chemical
AVAR,AVDR,15,electrical
AVAR,AVER,3,chemical
AVAR,AVER,2,electrical
AVAR,AVJR,3,electrical
AVAR,DA1,2,chemical
AVAR,DA1,9,electrical
AVAR,DA2,9,chemical
AVAR,DA2,3,electrical
AVAR,DA3,8,chemical
AVAR,DA3,7,electrical
AVAR,DA4,9,chemical
AVAR,DA4,2,electrical
AVAR,DA5,9,chemical
AVAR,DA5,5,electrical
AVAR,DA6,4,chemical
AVAR,DA6,4,electrical
AVAR,DA7,6,chemical
AVAR,DA8,20,chemical
AVAR,DA8,5,electrical
AVAR,DA9,3,chemical
AVAR,DA9,4,electrical
AVAR,DB2,2,chemical
AVAR,DB3,2,chemical
AVAR,LUAL,4,chemical
AVAR,LUAR,16,chemical
AVAR,LUAR,4,electrical
AVAR,PHBL,1,electrical
AVAR,PHCR,1,electrical
AVAR,PVCL,20,chemical
AVAR,PVCL,10,electrical
AVAR,PVCR,20,chemical
AVAR,PVCR,22,electrical
AVAR,PVDL,4,electrical
AVAR,PVT,2,electrical
AVAR,PVWR,2,electrical
AVAR,RIGL,1,chemical
AVAR,RIML,8,electrical
AVAR,RIMR,2,electrical
AVAR,RMDR,2,electrical
AVAR,RMDVR,1,electrical
AVAR,SAAVR,6,chemical
AVAR,SAAVR,1,electrical
AVAR,SABVL,15,electrical
AVAR,SABVR,2,chemical
AVAR,SABVR,2,electrical
AVAR,SMDVR,1,chemical
AVAR,URYDR,5,electrical
AVAR,VA1,7,electrical
AVAR,VA10,4,chemical
AVAR,VA10,4,electrical
AVAR,VA11,13,chemical
AVAR,VA11,16,electrical
AVAR,VA12,3,electrical
AVAR,VA2,5,chemical
AVAR,VA3,6,chemical
AVAR,VA3,3,electrical
AVAR,VA4,6,chemical
AVAR,VA4,3,electrical
AVAR,VA5,2,chemical
AVAR,VA5,5,electrical
AVAR,VA6,9,chemical
AVAR,VA7,7,chemical
AVAR,VA7,5,electrical
AVAR,VA8,7,chemical
AVAR,VA8,2,electrical
AVAR,VA9,7,chemical
AVAR,VA9,4,electrical
AVAR,VD11,1,electrical
AVBL,AQR,3,electrical
AVBL,AS10,2,chemical
AVBL,AS10,1,electrical
AVBL,AS4,1,chemical
AVBL,AS5,2,chemical
AVBL,AS6,1,electrical
AVBL,AVAL,9,chemical
AVBL,AVAR,14,chemical
AVBL,AVAR,3,electrical
AVBL,AVBR,6,chemical
AVBL,AVBR,17,electrical
AVBL,AVDR,3,chemical
AVBL,AVER,1,chemical
AVBL,AVJR,1,chemical
AVBL,AVL,1,chemical
AVBL,DA5,1,chemical
AVBL,DA7,1,chemical
AVBL,DB2,4,electrical
AVBL,DB3,9,electrical
AVBL,DB4,4,electrical
AVBL,DB5,3,electrical
AVBL,DB6,4,electrical
AVBL,DB7,13,electrical
AVBL,DVA,2,chemical
AVBL,DVA,11,electrical
AVBL,PVCR,2,chemical
AVBL,PVNR,3,chemical
AVBL,PVNR,5,electrical
AVBL,PVPR,3,chemical
AVBL,RIBL,6,electrical
AVBL,RIBR,2,electrical
AVBL,RID,2,electrical
AVBL,SDQL,1,chemical
AVBL,SDQR,1,electrical
AVBL,SIBVL,2,electrical
AVBL,VA10,1,chemical
AVBL,VA11,1,electrical
AVBL,VA2,3,chemical
AVBL,VB1,1,electrical
AVBL,VB10,4,electrical
AVBL,VB11,5,electrical
AVBL,VB2,3,chemical
AVBL,VB2,14,electrical
AVBL,VB4,3,electrical
AVBL,VB5,3,electrical
AVBL,VB6,3,electrical
AVBL,VB7,4,electrical
AVBL,VB8,4,electrical
AVBL,VB9,3,electrical
AVBL,VC3,3,chemical
AVBR,AIBR,1,chemical
AVBR,AS1,2,chemical
AVBR,AS10,1,chemical
AVBR,AS3,3,chemical
AVBR,AS4,1,chemical
AVBR,AS5,2,electrical
AVBR,AS6,1,electrical
AVBR,AVAL,10,chemical
AVBR,AVAR,14,chemical
AVBR,AVBL,2,chemical
AVBR,AVBL,17,electrical
AVBR,AVDL,4,chemical
AVBR,AVER,2,chemical
AVBR,AVJL,2,chemical
AVBR,AVJR,3,electrical
AVBR,DA3,3,chemical
AVBR,DA4,1,chemical
AVBR,DA7,1,chemical
AVBR,DB1,15,electrical
AVBR,DB2,3,electrical
AVBR,DB3,2,electrical
AVBR,DB4,1,chemical
AVBR,DB4,5,electrical
AVBR,DB5,4,electrical
AVBR,DB6,3,electrical
AVBR,DB7,3,electrical
AVBR,DVA,3,electrical
AVBR,HSNR,1,chemical
AVBR,PVNL,7,electrical
AVBR,PVNR,2,electrical
AVBR,PVPR,1,electrical
AVBR,RIBL,3,electrical
AVBR,RIBR,3,electrical
AVBR,RID,7,electrical
AVBR,SIBDL,2,electrical
AVBR,VA11,3,electrical
AVBR,VA3,3,chemical
AVBR,VA4,2,chemical
AVBR,VB10,3,electrical
AVBR,VB11,6,electrical
AVBR,VB2,6,electrical
AVBR,VB3,7,electrical
AVBR,VB4,5,electrical
AVBR,VB5,3,electrical
AVBR,VB6,4,electrical
AVBR,VB7,3,electrical
AVBR,VB8,3,electrical
AVBR,VB9,4,electrical
AVBR,VD3,2,chemical
AVDL,ADAR,3,electrical
AVDL,AS10,1,chemical
AVDL,AS11,4,chemical
AVDL,AS4,2,chemical
AVDL,AVAL,37,chemical
AVDL,AVAL,7,electrical
AVDL,AVAR,37,chemical
AVDL,AVAR,2,electrical
AVDL,AVDR,5,chemical
AVDL,AVDR,6,electrical
AVDL,AVEL,5,chemical
AVDL,AVHL,2,electrical
AVDL,AVJL,1,chemical
AVDL,AVJR,1,electrical
AVDL,AVM,8,electrical
AVDL,DA1,4,chemical
AVDL,DA2,2,chemical
AVDL,DA3,9,chemical
AVDL,DA4,3,chemical
AVDL,DA5,1,chemical
AVDL,DA8,2,chemical
AVDL,DVC,2,chemical
AVDL,FLPL,5,electrical
AVDL,FLPR,9,electrical
AVDL,LUAL,2,chemical
AVDL,PQR,2,electrical
AVDL,PVCL,1,chemical
AVDL,PVNR,1,electrical
AVDL,PVT,1,electrical
AVDL,RIFL,1,electrical
AVDL,SABD,5,chemical
AVDL,SABVL,2,chemical
AVDL,SABVR,5,chemical
AVDL,VA10,2,chemical
AVDL,VA10,1,electrical
AVDL,VA12,1,chemical
AVDL,VA3,3,chemical
AVDL,VA5,1,chemical
AVDR,ADAL,2,electrical
AVDR,ADLL,2,electrical
AVDR,ALA,1,chemical
AVDR,ALMR,2,electrical
AVDR,AS10,2,chemical
AVDR,AS11,3,chemical
AVDR,AVAL,41,chemical
AVDR,AVAL,9,electrical
AVDR,AVAR,52,chemical
AVDR,AVAR,15,electrical
AVDR,AVBL,1,chemical
AVDR,AVDL,3,chemical
AVDR,AVDL,6,electrical
AVDR,AVER,2,chemical
AVDR,AVJL,6,electrical
AVDR,AVJR,1,chemical
AVDR,DA1,5,chemical
AVDR,DA2,5,chemical
AVDR,DA3,3,chemical
AVDR,DA4,2,chemical
AVDR,DA5,3,chemical
AVDR,DA8,1,chemical
AVDR,DB1,1,chemical
AVDR,DB4,1,chemical
AVDR,DVC,4,chemical
AVDR,FLPR,2,electrical
AVDR,LUAL,3,chemical
AVDR,PQR,3,chemical
AVDR,PQR,3,electrical
AVDR,PVCR,2,chemical
AVDR,PVCR,2,electrical
AVDR,PVNL,1,electrical
AVDR,PVNR,1,electrical
AVDR,PVWR,1,electrical
AVDR,SABD,1,chemical
AVDR,SABVL,5,chemical
AVDR,SABVR,1,chemical
AVDR,SIADL,1,electrical
AVDR,VA11,1,chemical
AVDR,VA2,1,chemical
AVDR,VA3,2,chemical
AVDR,VA5,3,chemical
AVEL,AFDL,1,electrical
AVEL,ALML,1,chemical
AVEL,AS1,3,chemical
AVEL,AS1,2,electrical
AVEL,AVAL,17,chemical
AVEL,AVAL,2,electrical
AVEL,AVAR,3,chemical
AVEL,AVDL,5,chemical
AVEL,AVER,5,electrical
AVEL,AVL,1,electrical
AVEL,BAGR,1,electrical
AVEL,DA1,11,chemical
AVEL,DA2,5,chemical
AVEL,DA3,6,chemical
AVEL,DB3,1,chemical
AVEL,PVCL,1,chemical
AVEL,PVCR,2,chemical
AVEL,PVPR,1,electrical
AVEL,PVT,1,chemical
AVEL,RIML,10,electrical
AVEL,RIMR,7,electrical
AVEL,RIS,3,electrical
AVEL,RMDVR,2,electrical
AVEL,RMEV,1,electrical
AVEL,RMGL,2,chemical
AVEL,RMGL,2,electrical
AVEL,SABD,18,chemical
AVEL,SABVL,16,chemical
AVEL,SABVR,12,chemical
AVEL,SMDVR,1,electrical
AVEL,VA1,12,chemical
AVEL,VA3,1,chemical
AVEL,VD2,1,chemical
AVEL,VD3,1,chemical
AVER,AIZR,1,chemical
AVER,ALA,3,electrical
AVER,AS1,6,chemical
AVER,AS1,1,electrical
AVER,AS2,4,chemical
AVER,AS3,1,chemical
AVER,ASHR,1,electrical
AVER,AVAL,14,chemical
AVER,AVAR,33,chemical
AVER,AVAR,2,electrical
AVER,AVDL,4,chemical
AVER,AVDR,4,chemical
AVER,AVEL,3,chemical
AVER,AVEL,5,electrical
AVER,AVKR,1,electrical
AVER,CEPDL,1,chemical
AVER,DA1,11,chemical
AVER,DA1,1,electrical
AVER,DA2,7,chemical
AVER,DA3,3,chemical
AVER,DB3,1,chemical
AVER,OLLL,1,chemical
AVER,RIFL,1,electrical
AVER,RIML,9,electrical
AVER,RIMR,1,chemical
AVER,RIMR,11,electrical
AVER,RMDDL,2,electrical
AVER,RMDR,5,electrical
AVER,RMDVL,1,electrical
AVER,RMDVR,7,electrical
AVER,RMEV,1,electrical
AVER,RMGR,1,chemical
AVER,SABD,1,chemical
AVER,SABVL,12,chemical
AVER,SABVR,11,chemical
AVER,SMDDR,1,electrical
AVER,URXR,1,chemical
AVER,VA1,5,chemical
AVER,VA2,4,chemical
AVER,VA3,1,chemical
AVER,VA4,2,chemical
AVFL,AIML,1,chemical
AVFL,AS10,1,chemical
AVFL,AS11,2,electrical
AVFL,AVBL,4,chemical
AVFL,AVBR,1,chemical
AVFL,AVFR,12,chemical
AVFL,AVFR,31,electrical
AVFL,AVG,5,chemical
AVFL,AVG,1,electrical
AVFL,AVHL,4,chemical
AVFL,AVHL,4,electrical
AVFL,AVHR,1,chemical
AVFL,AVHR,5,electrical
AVFL,AVJL,2,chemical
AVFL,AVL,5,chemical
AVFL,DVB,1,chemical
AVFL,HSNL,2,chemical
AVFL,HSNR,3,chemical
AVFL,PVCL,1,electrical
AVFL,PVNL,1,chemical
AVFL,PVNR,1,electrical
AVFL,PVPL,2,electrical
AVFL,PVPR,1,electrical
AVFL,PVQL,1,chemical
AVFL,PVQR,5,electrical
AVFL,RIFL,1,chemical
AVFL,RIFR,1,chemical
AVFL,SMBVL,1,chemical
AVFL,VA11,1,electrical
AVFL,VB1,2,chemical
AVFL,VB2,2,chemical
AVFL,VC1,1,chemical
AVFL,VC5,1,electrical
AVFL,VD12,3,electrical
AVFR,AIAL,1,chemical
AVFR,AIML,1,chemical
AVFR,ASHR,1,chemical
AVFR,AVAL,1,chemical
AVFR,AVBL,6,chemical
AVFR,AVBR,6,chemical
AVFR,AVFL,7,chemical
AVFR,AVFL,31,electrical
AVFR,AVG,1,chemical
AVFR,AVG,1,electrical
AVFR,AVHL,3,chemical
AVFR,AVHL,11,electrical
AVFR,AVHR,3,chemical
AVFR,AVHR,7,electrical
AVFR,AVJL,5,chemical
AVFR,HSNL,4,chemical
AVFR,HSNR,3,chemical
AVFR,PVCR,1,chemical
AVFR,PVDL,1,chemical
AVFR,PVPL,3,electrical
AVFR,PVPR,1,chemical
AVFR,PVQL,2,chemical
AVFR,PVQL,2,electrical
AVFR,PVQR,2,electrical
AVFR,RMDDL,1,chemical
AVFR,RMGL,1,chemical
AVFR,RMGL,1,electrical
AVFR,VA2,1,chemical
AVFR,VB1,1,electrical
AVG,AS11,1,electrical
AVG,AVAL,3,chemical
AVG,AVAR,3,chemical
AVG,AVBL,5,chemical
AVG,AVBR,3,chemical
AVG,AVDL,1,chemical
AVG,AVDR,3,chemical
AVG,AVER,1,chemical
AVG,AVFL,3,chemical
AVG,AVFL,1,electrical
AVG,AVFR,1,electrical
AVG,AVG,2,chemical
AVG,AVHR,4,electrical
AVG,AVJL,7,chemical
AVG,AVJR,3,chemical
AVG,AVJR,1,electrical
AVG,AVL,4,electrical
AVG,DA8,1,chemical
AVG,DD6,1,electrical
AVG,DVC,2,chemical
AVG,DVC,12,electrical
AVG,PHAL,3,chemical
AVG,PHAL,3,electrical
AVG,PHAR,2,electrical
AVG,PHCR,1,electrical
AVG,PVCL,1,chemical
AVG,PVCR,2,chemical
AVG,PVDL,1,electrical
AVG,PVNL,2,chemical
AVG,PVNR,4,chemical
AVG,PVPL,3,electrical
AVG,PVPR,2,electrical
AVG,PVQL,1,electrical
AVG,PVQR,2,chemical
AVG,PVT,2,chemical
AVG,PVT,4,electrical
AVG,RIFR,3,electrical
AVG,VA11,1,chemical
AVG,VA6,1,chemical
AVG,VC1,2,chemical
AVHL,ADFR,5,chemical
AVHL,AS10,1,electrical
AVHL,AS11,3,electrical
AVHL,ASHR,1,chemical
AVHL,ASHR,2,electrical
AVHL,ASKL,8,electrical
AVHL,AVAR,1,chemical
AVHL,AVBL,2,chemical
AVHL,AVBR,1,chemical
AVHL,AVDL,1,chemical
AVHL,AVDL,2,electrical
AVHL,AVFL,1,chemical
AVHL,AVFL,4,electrical
AVHL,AVFR,5,chemical
AVHL,AVFR,11,electrical
AVHL,AVHR,1,chemical
AVHL,AVHR,15,electrical
AVHL,AVJL,4,chemical
AVHL,AVJR,1,chemical
AVHL,AVJR,6,electrical
AVHL,AWBR,3,chemical
AVHL,BDUR,1,chemical
AVHL,DB7,3,electrical
AVHL,DD1,1,chemical
AVHL,DVB,1,electrical
AVHL,LUAL,1,electrical
AVHL,PHAL,1,electrical
AVHL,PHBL,1,electrical
AVHL,PHBR,10,electrical
AVHL,PHCR,2,electrical
AVHL,PVNL,1,electrical
AVHL,PVNR,1,electrical
AVHL,PVPL,2,electrical
AVHL,PVPR,2,chemical
AVHL,PVPR,6,electrical
AVHL,PVQR,3,chemical
AVHL,RIFR,1,chemical
AVHL,RIMR,1,chemical
AVHL,RIR,2,chemical
AVHL,SABD,1,chemical
AVHL,SMBDR,4,chemical
AVHL,SMBVR,4,chemical
AVHL,VD1,1,chemical
AVHL,VD12,8,electrical
AVHR,ADLR,3,chemical
AVHR,AQR,1,chemical
AVHR,AS11,17,electrical
AVHR,ASKR,1,chemical
AVHR,ASKR,10,electrical
AVHR,AVAL,1,chemical
AVHR,AVBL,3,chemical
AVHR,AVBR,1,chemical
AVHR,AVDR,1,chemical
AVHR,AVFL,2,chemical
AVHR,AVFL,5,electrical
AVHR,AVFR,2,chemical
AVHR,AVFR,7,electrical
AVHR,AVG,4,electrical
AVHR,AVHL,1,chemical
AVHR,AVHL,15,electrical
AVHR,AVJL,3,electrical
AVHR,AVJR,5,chemical
AVHR,AVJR,2,electrical
AVHR,AVL,2,electrical
AVHR,AWBL,1,chemical
AVHR,DA8,5,electrical
AVHR,DD6,1,electrical
AVHR,DVA,1,chemical
AVHR,DVC,4,electrical
AVHR,PHAR,2,electrical
AVHR,PHBL,2,electrical
AVHR,PHBR,2,electrical
AVHR,PVNL,1,electrical
AVHR,PVNR,1,electrical
AVHR,PVPL,9,chemical
AVHR,PVPL,4,electrical
AVHR,PVPR,3,electrical
AVHR,PVQL,3,electrical
AVHR,PVQR,2,electrical
AVHR,PVT,2,electrical
AVHR,RIGL,1,chemical
AVHR,RIR,8,chemical
AVHR,SIAVL,1,electrical
AVHR,SMBDL,3,chemical
AVHR,SMBVL,1,chemical
AVHR,VA11,1,electrical
AVHR,VD12,13,electrical
AVJL,AINL,1,chemical
AVJL,ASHR,1,chemical
AVJL,AVAL,7,electrical
AVJL,AVAR,1,chemical
AVJL,AVBL,5,chemical
AVJL,AVBR,6,chemical
AVJL,AVDL,1,chemical
AVJL,AVDR,6,electrical
AVJL,AVEL,1,chemical
AVJL,AVHL,3,chemical
AVJL,AVHR,3,electrical
AVJL,AVJR,1,chemical
AVJL,AVJR,10,electrical
AVJL,LUAL,5,electrical
AVJL,LUAR,1,electrical
AVJL,PDB,2,electrical
AVJL,PQR,5,electrical
AVJL,PVCL,5,chemical
AVJL,PVCL,3,electrical
AVJL,PVCR,1,chemical
AVJL,PVCR,19,electrical
AVJL,PVNL,5,electrical
AVJL,PVNR,4,chemical
AVJL,PVNR,2,electrical
AVJL,PVWL,3,electrical
AVJL,PVWR,5,electrical
AVJL,RIFR,1,chemical
AVJL,RIFR,1,electrical
AVJL,RIS,1,chemical
AVJL,RIS,15,electrical
AVJL,SABD,1,chemical
AVJR,ADER,1,electrical
AVJR,ALML,3,chemical
AVJR,AVAL,4,chemical
AVJR,AVAL,4,electrical
AVJR,AVAR,5,chemical
AVJR,AVAR,3,electrical
AVJR,AVBL,10,chemical
AVJR,AVBR,2,chemical
AVJR,AVBR,3,electrical
AVJR,AVDL,1,chemical
AVJR,AVDL,1,electrical
AVJR,AVDR,7,chemical
AVJR,AVER,3,chemical
AVJR,AVG,1,electrical
AVJR,AVHL,6,electrical
AVJR,AVHR,2,electrical
AVJR,AVJL,1,chemical
AVJR,AVJL,10,electrical
AVJR,AVM,1,chemical
AVJR,FLPR,2,chemical
AVJR,LUAR,1,electrical
AVJR,PHBL,1,electrical
AVJR,PHCR,1,electrical
AVJR,PQR,2,electrical
AVJR,PVCL,5,chemical
AVJR,PVCL,3,electrical
AVJR,PVCR,7,chemical
AVJR,PVCR,1,electrical
AVJR,PVNR,5,electrical
AVJR,PVT,1,electrical
AVJR,PVWR,1,electrical
AVJR,RID,2,chemical
AVJR,SABVL,3,chemical
AVJR,VA11,2,electrical
AVKL,ADER,4,electrical
AVKL,AIYL,1,electrical
AVKL,AQR,7,electrical
AVKL,AS10,1,electrical
AVKL,AS11,1,electrical
AVKL,AVBL,2,chemical
AVKL,AVEL,4,chemical
AVKL,AVER,2,chemical
AVKL,AVKR,9,electrical
AVKL,AVL,3,electrical
AVKL,AVM,2,chemical
AVKL,DVA,1,chemical
AVKL,DVA,18,electrical
AVKL,PDEL,2,electrical
AVKL,PDER,1,electrical
AVKL,PVM,1,electrical
AVKL,PVPL,3,electrical
AVKL,PVPR,6,electrical
AVKL,PVT,5,electrical
AVKL,RIGL,2,electrical
AVKL,RIGR,1,electrical
AVKL,RIML,3,chemical
AVKL,RIMR,2,chemical
AVKL,RIVL,5,chemical
AVKL,RMDL,1,chemical
AVKL,RMFL,2,chemical
AVKL,SAADL,1,chemical
AVKL,SAADR,3,chemical
AVKL,SAAVL,3,chemical
AVKL,SIAVR,2,chemical
AVKL,SIBVR,2,chemical
AVKL,SMBDL,2,electrical
AVKL,SMBDR,2,electrical
AVKL,SMBVL,6,electrical
AVKL,SMBVR,2,electrical
AVKL,VB10,1,electrical
AVKR,AIMR,3,electrical
AVKR,AQR,2,electrical
AVKR,AVER,1,electrical
AVKR,AVKL,3,chemical
AVKR,AVKL,9,electrical
AVKR,BDUL,3,chemical
AVKR,PDEL,1,electrical
AVKR,PVPL,1,chemical
AVKR,PVPL,22,electrical
AVKR,PVQL,1,chemical
AVKR,PVQL,2,electrical
AVKR,PVT,1,electrical
AVKR,RICL,4,electrical
AVKR,RIGL,1,chemical
AVKR,RIGR,2,electrical
AVKR,RIML,5,chemical
AVKR,RIMR,3,chemical
AVKR,RIMR,1,electrical
AVKR,RMDL,1,chemical
AVKR,RMDR,2,chemical
AVKR,RMFL,2,chemical
AVKR,RMGL,2,chemical
AVKR,RMHR,1,chemical
AVKR,SAADL,2,chemical
AVKR,SIADL,3,chemical
AVKR,SMBDL,3,chemical
AVKR,SMBDL,1,electrical
AVKR,SMBDR,9,electrical
AVKR,SMBVR,6,electrical
AVKR,SMDDR,3,chemical
AVKR,SMDVR,1,chemical
AVL,AVEL,3,chemical
AVL,AVEL,1,electrical
AVL,AVG,4,electrical
AVL,AVHR,2,electrical
AVL,AVKL,3,electrical
AVL,AVKR,2,chemical
AVL,DA9,4,electrical
AVL,DD1,4,chemical
AVL,DD6,1,chemical
AVL,DD6,28,electrical
AVL,DVB,1,chemical
AVL,DVB,14,electrical
AVL,DVC,2,chemical
AVL,DVC,22,electrical
AVL,HSNR,2,chemical
AVL,PDA,3,electrical
AVL,PVNR,2,electrical
AVL,PVPL,1,electrical
AVL,PVPR,2,chemical
AVL,PVPR,8,electrical
AVL,PVT,6,electrical
AVL,PVWL,1,chemical
AVL,PVWR,3,electrical
AVL,RIMR,2,chemical
AVL,RIS,1,chemical
AVL,SABD,9,chemical
AVL,SABVL,9,chemical
AVL,SABVR,6,chemical
AVL,VC1,2,chemical
AVL,VC2,2,chemical
AVL,VC6,1,chemical
AVL,VC6,2,electrical
AVL,VD11,1,electrical
AVL,VD12,3,chemical
AVL,VD12,2,electrical
AVL,VD13,5,electrical
AVM,ADER,4,chemical
AVM,ALML,7,electrical
AVM,ALMR,16,electrical
AVM,AVBL,13,chemical
AVM,AVBR,9,chemical
AVM,AVDL,1,chemical
AVM,AVDL,8,electrical
AVM,AVDR,1,chemical
AVM,AVHL,3,chemical
AVM,AVJR,1,chemical
AVM,AVKL,1,chemical
AVM,BDUL,3,chemical
AVM,BDUR,5,chemical
AVM,DA1,2,chemical
AVM,PVCL,10,chemical
AVM,PVCR,17,chemical
AVM,PVNL,4,chemical
AVM,PVNR,3,chemical
AVM,PVR,6,chemical
AVM,PVR,4,electrical
AVM,RID,2,chemical
AVM,SIBVL,4,chemical
AVM,VA2,1,chemical
AVM,VB3,1,chemical
AWAL,ADAL,2,chemical
AWAL,ADLL,1,electrical
AWAL,AFDL,7,chemical
AWAL,AIYL,3,chemical
AWAL,AIZL,23,chemical
AWAL,AIZL,3,electrical
AWAL,ASEL,7,chemical
AWAL,ASGL,1,chemical
AWAL,ASHL,2,chemical
AWAL,AWAR,2,electrical
AWAL,AWBL,9,chemical
AWAR,ADFR,9,chemical
AWAR,ADFR,3,electrical
AWAR,AFDR,23,chemical
AWAR,AIAR,3,chemical
AWAR,AIAR,3,electrical
AWAR,AIYR,8,chemical
AWAR,AIZR,25,chemical
AWAR,AIZR,3,electrical
AWAR,ASER,5,chemical
AWAR,ASGR,1,chemical
AWAR,ASIL,2,chemical
AWAR,AUAR,1,chemical
AWAR,AWAL,2,electrical
